name,한글공항명,code,공항코드2(ICAO),공항운영상태구분
Belo Horizonte Tancredo Neves International Airport,탄크레도 니브스 국제공항  ,CNF,SBCF,기존공항
Belo Horizonte Pampulha Airport,팜풀하 공항,PLU,SBBH,기존공항
Beloyarsky Airport,벨로스타크 공항,EYK,USHQ,기존공항
Bemidji Regional Airport,베미지 지역공항,BJI,KBJI,기존공항
Ben Slimane Airport,벤슬리만 공항,GMD,GMMB,기존공항
Benbecula Airport,벤베쿠라 공항,BEB,EGPL,기존공항
Bendigo Airport,벤디고 공항,BXG,YBDG,기존공항
Benghazi Benina International Airport,베니나 국제공항,BEN,HLLB,기존공항
Bengkulu Fatmawati Soekarno Airport,파당케밀링 공항,BKS,WIPL,기존공항
Benguela Airport,제네널 V. 데스란데스 공항,BUG,FNBG,기존공항
Beni Airport,베니 공항,BNC,FZNP,기존공항
Benin City Airport,베닌 공항,BNI,DNBE,기존공항
Berbera Airport,베르베라 공항,BBO,HCMI,기존공항
Bergen Flesland Airport,플레스랜드 공항,BGO,ENBR,기존공항
Bergerac Dordogne Perigord Airport,루마네레 공항,EGC,LFBE,기존공항
Berlevag Airport,벨레보그 공항,BVG,ENBV,기존공항
Berlin Brandenburg Airport,베를린 브란덴부르크 공항,BER,EDDB,기존공항
Bermuda LF Wade International Airport,엘에프 웨이드 국제공항 ,BDA,TXKF,기존공항
Bern Belp Airport,벨프 공항,BRN,LSZB,기존공항
Bertoua Airport,버투아 공항,BTA,FKKO,기존공항
Beru Airport,베루아일랜드 공항,BEZ,NGBR,기존공항
Besalampy Airport,베살람피 공항,BPY,FMNQ,기존공항
Bethel Airport,베델 공항,BET,PABE,기존공항
Bettles Airport,베틀스 공항,BTT,PABT,기존공항
Beziers Cap d'Agde Airport,베이지에르 비어스 공항,BZR,LFMU,기존공항
Siddharthanagar Gautam Buddha Airport,베어라와 공항,BWA,VNBW,기존공항
Bharatpur Airport,바라퍼 공항,BHR,VGJR,기존공항
Bathinda Airport,비자냐 공군기지,BUP,VIBT,기존공항
Bhavnagar Airport,바브하가 공항,BHU,VABV,기존공항
Bhojpur Airport,보퍼 공항,BHP,VNBJ,기존공항
Bhopal Raja Bhoj Airport,라자 보 공항 ,BHO,VABP,기존공항
Bhubaneswar Biju Patnaik Airport,비주 타르나익 공항 ,BBI,VEBS,기존공항
Bhuj Rudra Mata Airport,룬드라 마타 공항,BHJ,VABJ,기존공항
Biak Frans Kaisiepo Airport,프랭크 캐시에포 공항 ,BIK,WABB,기존공항
Bialystok Krywlany Airport,비알리스톡 크릴라니 공항,QYY,EPBK,기존공항
Biarritz Parme Airport,비아리츠 팜 공항 ,BIQ,LFBZ,기존공항
Bidar Airport,바이다 공군기지,IXX,VOBR,기존공항
Elmira Corning Regional Airport,엘마이라 커닝 지역공항,ELM,KELM,기존공항
Bikaner Airport,날 공군기지,BKB,VIBK,기존공항
Bilaspur Airport,빌라스푸르 공항,PAB,VEBU,기존공항
Bilbao Airport,빌바오 공항,BIO,LEBB,기존공항
Bildudalur Airport,빌두달루르 공항,BIU,BIBD,기존공항
Billings Logan International Airport,빌링스 로건 국제공항,BIL,KBIL,기존공항
Billund Airport,빌룬드 공항,BLL,EKBI,기존공항
Bima Sultan Mohammed Salahuddin Airport,무하메드 사라후딘 공항,BMU,WADB,기존공항
Bimini South Airport,비미니 국제공항,BIM,MYBS,기존공항
Greater Binghamton Airport,그레이터 빙햄튼 공항,BGM,KBGM,기존공항
Bingol Airport,빙골 공항,BGG,LTCU,기존공항
Bintulu Airport,빈툴루 공항,BTU,WBGB,기존공항
Biratnagar Airport,비랏나가 공항,BIR,VNVT,기존공항
Birdsville Airport,버드스빌 공항,BVI,YBDV,기존공항
Birjand Airport,버잔드 공항,XBJ,OIMB,기존공항
Birmingham-Shuttlesworth International Airport,버밍햄 셔틀워스 국제공항,BHM,KBHM,기존공항
Birmingham Airport,버밍햄 국제공항,BHX,EGBB,기존공항
Bisha Airport,비샤 국내공항,BHH,OEBH,기존공항
Bishkek Manas International Airport,만사스 국제공항,FRU,UCFM,기존공항
Bishop Regional Airport,이스턴 시에러 지역공항,BIH,KBIH,기존공항
Biskra Airport,비스크라 공항,BSK,DAUB,기존공항
Bismarck Airport,비스마르크 시공항,BIS,KBIS,기존공항
Bissau Osvaldo Vieira Airport,오스왈도 비에이라 공항,OXB,GGOV,기존공항
Blackall Airport,블랙올 공항,BKQ,YBCK,기존공항
Blackpool Airport,블랙풀 공항,BLK,EGNH,기존공항
Blagoveshchensk Ignatyevo Airport,이냐체프 공항,BQS,UHBB,기존공항
Blanc Sablon Airport,블랑사브론 공항,YBX,CYBX,기존공항
Blantyre Chileka Airport,칠레카 공항,BLZ,FWCL,기존공항
Marlborough Airport,우드보운 공항,BHE,NZWB,기존공항
Block Island Airport,블락아일랜드 스테이트 공항,BID,KBID,기존공항
Bloemfontein Bram Fischer International Airport,블룸폰테인 국제공항,BFN,FABL,기존공항
Bloomington Monroe County Airport,먼로 카운티 공항,BMG,KBMG,기존공항
Bloomington Central Illinois Regional Airport,센트럴 일리노이스 지역공항,BMI,KBMI,기존공항
Bluefields Airport,블루필드 공항,BEF,MNBL,기존공항
Arkansas International Airport,아르캔자스 국제공항,BYH,KBYH,기존공항
Boa Vista International Airport,보아비스타 국제공항,BVB,SBBV,기존공항
Boa Vista Aristides Pereira International Airport,레이빌 공항,BVC,GVBA,기존공항
Bobo Dioulasso Borgo Airport,보르고 공항,BOY,DFOO,기존공항
Boca Raton Airport,보카레이턴 공항,BCT,KBCT,기존공항
Bodaybo Airport,보데이보 공항,ODO,UIKB,기존공항
Bodo Airport,보되 공항,BOO,ENBO,기존공항
Bodrum Milas Airport,밀라스 공항,BJV,LTFE,기존공항
Boende Airport,보엔데 공항,BNB,FZGN,기존공항
Bogota El Dorado International Airport,엘도라도 공항,BOG,SKBO,기존공항
Boise Airport,보이시 에어터미널 ,BOI,KBOI,기존공항
Bojnord Airport,버지노르드 공항,BJB,OIMN,기존공항
Bole Alashankou Airport,볼레 알라샨쿠 공항,BPL,ZWBL,기존공항
Bologna Guglielmo Marconi Airport,구글리에모 마르코니 공항,BLQ,LIPE,기존공항
Bolzano Dolomiti Airport,돌로미티 공항 ,BZO,LIPB,기존공항
Boma Airport,보마 공항,BOA,FZAJ,기존공항
Bonaire Flamingo International Airport,플라밍고 국제공항 ,BON,TNCB,기존공항
Bonaventure Airport,보나벤쳐 공항,YVB,CYVB,기존공항
Tawitawi Airport,상가-상가 공항,TWT,RPMN,기존공항
Bonito Airport,보니토 공항,BYO,SBDB,기존공항
Bontang Airport,본탕 공항,BXT,WALC,기존공항
Bora Bora Motu-mute Airport,모투 무테 공항,BOB,NTTB,기존공항
Bordeaux Airport,보르도 메리낙 공항,BOD,LFBD,기존공항
Bordj Badji Mokhtar Airport,보 목타르 공항,BMW,DATM,기존공항
Borkum Airport,보르쿰 공항,BMK,EDWR,기존공항
Borlange/Dala Airport,달라 공항,BLE,ESSD,기존공항
Borongan Airport,보롱간 공항,BPA,RPVW,기존공항
Bosaso Bender Qassim International Airport,벤더 카심 국제공항,BSA,HCMF,기존공항
Beni Mellal Airport,보셈벨레 공항,BEM,GMMD,기존공항
Bost Airport,보스트 공항,BST,OABT,기존공항
Boston Logan International Airport,로건 국제공항,BOS,KBOS,기존공항
Portsmouth Pease International Airport,포츠머스국제공항 ,PSM,KPSM,기존공항
Bouake Airport,부아케 공항,BYK,DIBK,기존공항
Bouarfa Airport,부아르파 공항,UAR,GMFB,기존공항
Las Vegas Boulder City Municipal Airport,라스베이거스 볼더 시티 공항,BLD,KBVU,기존공항
Boulia Airport,부리아 공항,BQL,YBOU,기존공항
Bourke Airport,부케 공항,BRK,YBKE,기존공항
Bournemouth Airport,본머스 국제공항,BOH,EGHH,기존공항
Bozeman Yellowstone International Airport,갤러틴 필드 공항,BZN,KBZN,기존공항
Brac Bol Airport,볼 공항,BWK,LDSB,기존공항
Bradford Regional Airport,브래드퍼드 지역공항,BFD,KBFD,기존공항
Braganca Airport,브라간사 공항,BGC,LPBG,기존공항
Brainerd Lakes Regional Airport,브레이너드 레이크스 지역공항,BRD,KBRD,기존공항
Brandon Municipal Airport,브랜든 공항,YBR,CYBR,기존공항
Branson Airport,브랜슨 공항,BKG,KBBG,기존공항
Brasilia International Airport,브라질리아 국제공항,BSB,SBBR,기존공항
Bratislava Ivanka Airport,이반카 공항,BTS,LZIB,기존공항
Bratsk Airport,브랏스크 공항,BTK,UIBB,기존공항
Braunschweig-Wolfsburg Airport,브라운슈바이크 볼프스부르크 공항,BWE,EDVE,기존공항
Brazzaville Maya Maya Airport,마야 마야 공항,BZV,FCBB,기존공항
Bremen Airport Hans Koschnick,브레멘 공항,BRE,EDDW,기존공항
Brest Bretagne Airport,구이파바스 공항,BES,LFRB,기존공항
Brest Airport,브레스트 공항,BQT,UMBB,기존공항
Sikorsky Memorial Airport,이뇨 I. 시콜스키 미모리얼 공항,BDR,KBDR,기존공항
Mount Hotham Airport,마운트 핫탬 공항,MHU,YHOT,기존공항
Brindisi Casale Airport,브린디시 공항,BDS,LIBR,기존공항
Brisbane Airport,브리즈번 국제공항,BNE,YBBN,기존공항
Bristol Airport,브리스틀 국제공항,BRS,EGGD,기존공항
Brive-Dordogne Valley Airport,라로슈 공항,BVE,LFBV,기존공항
Brno Turany Airport,튀라니 공항,BRQ,LKTB,기존공항
Broken Hill Airport,브로큰힐 공항,BHQ,YBHI,기존공항
Bronnoysund Bronnoy Airport,브로노이 공항,BNN,ENBN,기존공항
Brookings Regional Airport,브루킹스 시공항,BKX,KBKX,기존공항
Broome International Airport,브룸 국제공항,BME,YBRM,기존공항
Brownsville South Padre Island International Airport,브라운스빌 사우스 파드레 아일랜드 국제공항,BRO,KBRO,기존공항
Brunswick Golden Isles Airport,브런즈윅 골든 아일스 공항,BQK,KBQK,기존공항
Brussels Airport,브뤼셀 내셔널 공항  ,BRU,EBBR,기존공항
Brussels South Charleroi Airport,챨레로이 공항 ,CRL,EBCI,기존공항
Bryansk Airport,브랸스크 공항,BZK,UUBP,기존공항
Bucaramanga Palonegro Airport,팔로 네그로 공항,BGA,SKBG,기존공항
Bucharest Baneasa Airport,부쿠레슈티 아우렐 블래쿠 국제공항 ,BBU,LRBS,기존공항
Bucharest Henri Coanda International Airport,부쿠레슈티 헨리 코언다 국제공항  ,OTP,LROP,기존공항
Buckland Airport,벅랜드 공항,BKC,PABL,기존공항
Budapest Ferenc Liszt International Airport,페리헤기 공항,BUD,LHBP,기존공항
Buenaventura Airport,부에나벤투라 공항,BUN,SKBU,기존공항
Buenos Aires Aeroparque Jorge Newbery Airport,아에르파크 호르헤 뉴베리 공항,AEP,SABE,기존공항
Buenos Aires Ezeiza International Airport,미니스트로 피스타리니 공항 ,EZE,SAEZ,기존공항
Buffalo Niagara International Airport,버펄로 나이아가라 국제공항,BUF,KBUF,기존공항
Bugulma Airport,부굴마 공항,UUA,UWKB,기존공항
Bujumbura International Airport,부줌부라 국제공항,BJM,HBBA,기존공항
Buka Airport,부카 아일랜드 공항,BUA,AYBK,기존공항
Bukavu Kamenbe Airport,카멘베 공항,BKY,FZMA,기존공항
Bukhara Airport,부하라한국 공항,BHK,UTSB,기존공항
Bukoba Airport,부코바 공항,BKZ,HTBU,기존공항
Bulawayo Joshua Mqabuko Nkomo Airport,조슈아 쿠브쿠 코모 국제공항,BUQ,FVBU,기존공항
Laughlin/Bullhead International Airport,로플린 불헤드 국제공항,IFP,KIFP,기존공항
Bumba Airport,붐바 공항,BMB,FZFU,기존공항
Bundaberg Airport,번다버그 공항,BDB,YBUD,기존공항
Bunia Airport,부니아 공항,BUX,FZKA,기존공항
Hollywood Burbank Airport,밥 호프 공항,BUR,KBUR,기존공항
Burgas Airport,부르가스 국제공항 ,BOJ,LBBG,기존공항
Burgos Villafria Airport,부르고스 공항,RGS,LEBG,기존공항
Buriram Airport,부리람 공항,BFV,VTUO,기존공항
Burlington Southeast Iowa Regional Airport,사우스이스트 아이오와 지역공항,BRL,KBRL,기존공항
Burlington International Airport,벌링턴 국제공항,BTV,KBTV,기존공항
Mount Vernon Skagit Regional Airport,스태짓 지역공항,MVW,KBVS,기존공항
Burnie Wynyard Airport,버니 윈야드 공항,BWT,YWYY,기존공항
Buerjin Kanas Airport,카나스 공항,KJI,ZWKN,기존공항
Bursa Yenisehir Airport,예세니르 공항,YEI,LTBR,기존공항
Busan Gimhae Airport,김해 국제공항,PUS,RKPK,기존공항
Bushehr Airport,부쉐르 공항,BUZ,OIBB,기존공항
Busselton Margaret River Airport,부셀톤 지역공항,BQB,YBLN,기존공항
Busuanga Airport,부수앙가 공항,USU,RPVV,기존공항
Butaritari Airport,부타리타리 공항,BBG,NGTU,기존공항
Butembo Rughenda Airport,부템보 루겐다 공항,RUE,FZMB,기존공항
Butte Bert Mooney Airport,버트 뮤니 공항,BTM,KBTM,기존공항
Butuan Airport,부투안 공항,BXU,RPME,기존공항
Buzios Umberto Modiano Airport,움베르토 모디아노 공항,BZC,SBBZ,기존공항
Bydgoszcz Airport,비드고슈치 이그냐시 잔 파데레프스키 공항,BZG,EPBY,기존공항
Ca Mau Airport,카마우 공항,CAH,VVCM,기존공항
Cabinda Airport,카빈다 공항,CAB,FNCA,기존공항
Cabo Frio Airport,카보 프리오 공항,CFB,SBCB,기존공항
Cabo Rojo Airport,카보 로조 공항,CBJ,MDCR,기존공항
Caceres Airport,카세레스 공항,CCX,SWKC,기존공항
Caen Carpiquet Airport,카르피께 공항,CFR,LFRK,기존공항
Laguindingan International Airport,룸비아 공항,CGY,RPMY,기존공항
Cagliari Elmas Airport,엘마스 공항,CAG,LIEE,기존공항
Cairns Airport,케언스 국제공항,CNS,YBCS,기존공항
Cairo International Airport,카이로 국제공항,CAI,HECA,기존공항
Cajamarca Airport,메이저 제네랄 FAP 아르만도 로베레도 이글레시아스 공항,CJA,SPJR,기존공항
Calabar Airport,매그렛 익포 국제공항,CBQ,DNCA,기존공항
Calais/Dunkerque Airport,칼레 덩케르크 공항,CQF,LFAC,기존공항
Calama El Loa Airport,엘 로아 공항,CJC,SCCF,기존공항
Calbayog Airport,칼바욕 공항,CYP,RPVC,기존공항
Caldas Novas Airport,칼다스 노바스 공항,CLV,SBCN,기존공항
YYC Calgary International Airport,캘거리 국제공항,YYC,CYYC,기존공항
Cali Alfonso Bonilla Aragon Airport,알폰손 보닐랴 아라곤 공항,CLO,SKCL,기존공항
Calvi Sainte Catherine Airport,생테 캐트린 공항,CLY,LFKC,기존공항
Camaguey International Airport,이그냐시오 아그라몬테 국제공항,CMW,MUCM,기존공항
Blackbushe Airport,블랙브쉬 공항,BBS,EGLK,기존공항
Cambridge City Airport,케임브리지 공항,CBG,EGSC,기존공항
Cambridge Bay Airport,캠브리지 베이 공항,YCB,CYCB,기존공항
Sydney Camden Airport,캠던 공항,CDU,YSCN,기존공항
Campbell River Airport,캠프벨리버 공항,YBL,CYBL,기존공항
Campbeltown Machrihanish Airport,머크리하나쉬 공항,CAL,EGEC,기존공항
Campeche International Airport,캄페체 국제공항,CPE,MMCP,기존공항
Campina Grande Joao Suassuna Airport,자오 수아순나 공항,CPV,SBKG,기존공항
Campinas Viracopos Airport,비라코포스 공항,VCP,SBKP,기존공항
Campos dos Goytacazes Bartolomeu Lisandro Airport,바르톨뮤 라이산드로 공항,CAW,SBCP,기존공항
Can Tho International Airport,트라 녹 공항,VCA,VVCT,기존공항
Canaima Airport,카나이마 공항,CAJ,SVCN,기존공항
Canakkale Airport,차나칼레 공항,CKZ,LTBH,기존공항
Canberra Airport,캔버라 국제공항,CBR,YSCB,기존공항
Cancun International Airport,캔쿤 국제공항,CUN,MMUN,기존공항
Cannes Mandelieu Airport,만델리 공항,CEQ,LFMD,기존공항
Canouan Island Airport,케우안 공항,CIW,TVSC,기존공항
Cap-Haitien Hugo Chavez International Airport,캡하이트렌 국제공항,CAP,MTCH,기존공항
Cap Skirring Airport,캡스컬링 공항,CSK,GOGS,기존공항
Cape Dorset Airport,케이프 도셋 공항,YTE,CYTE,기존공항
Canela e Gramado Airport,카넬라 그라마도 공항,CEL,SSCN,기존공항
Cape Girardeau Regional Airport,케이프지라도 공항,CGI,KCGI,기존공항
Cape Town International Airport,케이프타운 국제공항,CPT,FACT,기존공항
Capurgana Airport,카퍼가나 공항,CPB,SKCA,기존공항
Carajas Airport,카라쟈스 공항,CKS,SBCJ,기존공항
Carauari Airport,카라우아리 공항,CAF,SWCA,기존공항
Carcassonne Airport,살바자 공항,CCF,LFMK,기존공항
Cardiff Airport,카디프 국제공항,CWL,EGFF,기존공항
Carlisle Lake District Airport,칼라일 공항,CAX,EGNC,기존공항
San Diego McClellan-Palomar Airport,맥클러란 팔로마 공항,CLD,KCRQ,기존공항
Carlsbad Cavern City Air Terminal,카번 시티 에어터미널,CNM,KCNM,기존공항
Carnarvon Airport,카나번 공항,CVQ,YCAR,기존공항
Donegal Airport,도네걸 공항,CFN,EIDL,기존공항
Cartagena Rafael Nunez International Airport,라파엘 누네즈 공항,CTG,SKCG,기존공항
Caruaru Oscar Laranjeiras Airport,카루아루 오스카 라란제이라스 공항,CAU,SNRU,기존공항
Casablanca Mohammed V Airport,모하메드 V 공항,CMN,GMMN,기존공항
Tires Cascais Municipal Airport,티레즈 공항,CAT,LPCS,기존공항
Cascavel Airport,카스카벨 공항,CAC,SBCA,기존공항
Casper/Natrona County International Airport,내트로나 카운티 국제공항,CPR,KCPR,기존공항
Harrisburg Capital City Airport,하포드 공항,HAR,KCXY,기존공항
Castellon Airport,카스텔론 공항,CDT,LECN,기존공항
Castlegar West Kootenay Regional Airport,캐슬가 공항,YCG,CYCG,기존공항
Castres Mazamet Airport,마자메 공항,DCM,LFCK,기존공항
Catamarca Coronel Felipe Varela International Airport,커널 펠리페 바렐라 공항,CTC,SANC,기존공항
Catania Fontanarossa Airport,폰타가로싸 공항  ,CTA,LICC,기존공항
Sigonella Naval Air Field,시뇨넬라 공항  ,NSY,LICZ,기존공항
Catarman National Airport,카타르만 내셔널 공항,CRM,RPVF,기존공항
Caticlan Godofredo P Ramos Airport,말레이 공항,MPH,RPVE,기존공항
Catumbela Airport,카툼베라 공항,CBT,FNCT,기존공항
Cauayan Airport,카우아얀 공항,CYZ,RPUY,기존공항
Manila-Sangley Point Danilo Atienza Air Base,마닐라-산글리 포인트 다닐로 아티엔자 공군 기지,SGL,RPLS,기존공항
